COUNTY,DATE,PRECIPITATION,MEAN TEMP
Palm Beach,02/21,0.015,69.5
Palm Beach,02/22,0.42,65.5
Palm Beach,02/23,0.005,69.0
Palm Beach,02/24,0.0,70.75
Palm Beach,02/25,0.0,74.75
Palm Beach,02/26,0.41500000000000004,77.5
Palm Beach,02/27,0.025,-18.950000000000003
Palm Beach,02/28,0.0,58.25
Palm Beach,02/29,0.0,58.75
Palm Beach,03/01,0.0,60.75
Palm Beach,03/02,0.0,71.0
Palm Beach,03/03,0.0,74.25
Palm Beach,03/04,0.0,75.0
Palm Beach,03/05,0.0,82.0
Palm Beach,03/06,0.10000500000000001,73.25
Palm Beach,03/07,0.0,64.75
Palm Beach,03/08,5e-06,69.0
Palm Beach,03/09,5e-06,72.25
Palm Beach,03/10,0.045,73.0
Palm Beach,03/11,0.0,72.5
Palm Beach,03/12,0.04,73.5
Palm Beach,03/13,0.0,72.5
Palm Beach,03/14,0.0,76.5
Palm Beach,03/15,0.0,76.5
Palm Beach,03/16,0.0,73.25
Palm Beach,03/17,0.0,76.0
Palm Beach,03/18,0.0,75.0
Palm Beach,03/19,0.0,77.75
Palm Beach,03/20,0.0,77.75
Palm Beach,03/21,0.0,77.25
Palm Beach,03/22,0.0,75.25
Palm Beach,03/23,5e-06,74.5
Palm Beach,03/24,0.0,75.5
Palm Beach,03/25,0.0,77.0
Palm Beach,03/26,0.0,76.75
Palm Beach,03/27,5e-06,77.5
Palm Beach,03/28,0.0,74.5
Palm Beach,03/29,0.0,78.0
Palm Beach,03/30,0.0,76.25
Palm Beach,03/31,0.0,79.25
Palm Beach,04/01,0.095,74.75
Palm Beach,04/02,0.0,70.75
Palm Beach,04/03,0.0,72.5
Palm Beach,04/04,0.0,74.5
Palm Beach,04/05,0.11,75.25
Palm Beach,04/06,0.31,75.0
Palm Beach,04/07,0.0,79.75
Palm Beach,04/08,0.0,80.0
Palm Beach,04/09,0.0,80.75
Palm Beach,04/10,5e-06,81.75
Palm Beach,04/11,0.040005,78.25
Palm Beach,04/12,0.0,80.5
Palm Beach,04/13,0.0,83.25
Palm Beach,04/14,0.0,82.0
Palm Beach,04/15,0.0,83.25
Palm Beach,04/16,0.02,82.0
Palm Beach,04/17,0.7949999999999999,78.5
Palm Beach,04/18,0.29,81.25
Palm Beach,04/19,0.0,79.0
Palm Beach,04/20,0.0,84.5
Palm Beach,04/21,0.035,79.75
Palm Beach,04/22,0.0,75.25
Palm Beach,04/23,0.0,80.5
Palm Beach,04/24,0.005,84.25
Palm Beach,04/25,0.20000500000000002,81.0
Palm Beach,04/26,0.125,76.25
Palm Beach,04/27,0.0,75.0
Palm Beach,04/28,0.0,72.25
Palm Beach,04/29,0.0,76.5
Palm Beach,04/30,0.28,76.75
Palm Beach,05/01,0.005,70.75
Palm Beach,05/02,0.0,71.75
Palm Beach,05/03,0.0,72.75
Palm Beach,05/04,0.0,75.25
Palm Beach,05/05,0.0,77.25
Palm Beach,05/06,0.0,78.75
Palm Beach,05/07,0.0,75.75
Palm Beach,05/08,0.0,73.25
Palm Beach,05/09,0.0,75.5
Palm Beach,05/10,0.19999999999999998,-12.950000000000003
Palm Beach,05/11,0.055,76.5
Palm Beach,05/12,0.0,76.0
Palm Beach,05/13,0.0,78.25
Palm Beach,05/14,0.340005,75.75
Palm Beach,05/15,0.43,76.75
Palm Beach,05/16,0.165,80.5
Palm Beach,05/17,5e-06,81.25
Palm Beach,05/18,0.505,78.25
Palm Beach,05/19,0.28500000000000003,79.25
Palm Beach,05/20,0.365,82.0
Palm Beach,05/21,0.27,80.75
Palm Beach,05/22,0.16,80.0
Palm Beach,05/23,0.020005000000000002,81.75
Palm Beach,05/24,2.205,76.0
Palm Beach,05/25,3.18,77.25
Palm Beach,05/26,0.6,80.5
Palm Beach,05/27,0.095,-8.950000000000003
Palm Beach,05/28,0.06,82.75
Palm Beach,05/29,0.005005,81.75
Palm Beach,05/30,0.0,82.5
Palm Beach,05/31,0.0,81.5
Palm Beach,06/01,0.0,82.0
Palm Beach,06/02,0.155,80.5
Palm Beach,06/03,0.42000000000000004,78.0
Palm Beach,06/04,0.795,77.5
Palm Beach,06/05,0.44,-9.700000000000003
Palm Beach,06/06,5e-06,84.0
Palm Beach,06/07,0.02,84.75
Palm Beach,06/08,0.305,83.5
Palm Beach,06/09,0.0,83.75
Palm Beach,06/10,0.005,83.5
Palm Beach,06/11,0.26,81.0
Palm Beach,06/12,0.02,81.25
Palm Beach,06/13,0.015,81.5
Palm Beach,06/14,0.030000000000000002,81.5
Palm Beach,06/15,0.315005,80.25
Palm Beach,06/16,0.0,79.75
Palm Beach,06/17,0.155,79.25
Palm Beach,06/18,0.765,79.75
Palm Beach,06/19,0.855,80.25
Palm Beach,06/20,0.18,80.5
Palm Beach,06/21,0.015005,82.75
Palm Beach,06/22,0.02,82.25
Palm Beach,06/23,0.0,83.75
Palm Beach,06/24,0.07500000000000001,84.5
Palm Beach,06/25,-49.995,-6.950000000000003
Palm Beach,06/26,-49.995,-6.950000000000003
Palm Beach,06/27,-49.995,-6.950000000000003
Palm Beach,06/28,-49.995,-7.700000000000003
Palm Beach,06/29,-49.995,-7.700000000000003
Palm Beach,06/30,-49.995,-6.450000000000003
Palm Beach,07/01,0.0,85.25
Palm Beach,07/02,0.005,85.0
Palm Beach,07/03,0.16,84.75
Palm Beach,07/04,0.05,83.5
Palm Beach,07/05,2.1599999999999997,82.75
Palm Beach,07/06,0.025,81.25
Palm Beach,07/07,0.41000000000000003,82.75
Palm Beach,07/08,5e-06,85.5
Palm Beach,07/09,0.0,86.0
Palm Beach,07/10,0.03,85.0
Palm Beach,07/11,0.465005,83.25
Palm Beach,07/12,0.26,83.25
Palm Beach,07/13,0.01,85.0
Palm Beach,07/14,1.135,82.75
Palm Beach,07/15,0.04,84.25
Palm Beach,07/16,0.335,83.75
Palm Beach,07/17,0.75,82.25
Palm Beach,07/18,0.77,79.0
Palm Beach,07/19,0.28,83.0
Palm Beach,07/20,0.14,83.0
Palm Beach,07/21,0.785,80.25
Palm Beach,07/22,1.3599999999999999,80.0
Palm Beach,07/23,0.42,82.0
Palm Beach,07/24,0.095,83.0
Palm Beach,07/25,0.015005,82.75
Palm Beach,07/26,0.39,82.0
Palm Beach,07/27,0.065,82.75
Palm Beach,07/28,0.0,83.25
Palm Beach,07/29,5e-06,84.25
Palm Beach,07/30,0.0,84.75
Palm Beach,07/31,0.025,85.75
Palm Beach,08/01,0.42999999999999994,82.25
Palm Beach,08/02,0.055,82.25
Palm Beach,08/03,0.185,84.75
Palm Beach,08/04,0.165005,83.75
Palm Beach,08/05,0.08,83.75
Palm Beach,08/06,0.285,84.0
Palm Beach,08/07,0.025,84.25
Palm Beach,08/08,0.0,84.75
Palm Beach,08/09,0.04,86.25
Palm Beach,08/10,0.0,85.25
Palm Beach,08/11,5e-06,84.5
Palm Beach,08/12,0.0,84.0
Palm Beach,08/13,0.0,85.75
Palm Beach,08/14,0.035,85.5
Palm Beach,08/15,0.535,84.25
Palm Beach,08/16,0.22999999999999998,84.75
Palm Beach,08/17,0.04,84.0
Palm Beach,08/18,0.30500000000000005,84.5
Palm Beach,08/19,0.645,83.25
Palm Beach,08/20,0.37,84.5
Palm Beach,08/21,0.01,84.25
Palm Beach,08/22,5e-06,86.25
Palm Beach,08/23,0.18,85.75
Palm Beach,08/24,0.14,85.75
Palm Beach,08/25,0.01,87.0
Palm Beach,08/26,0.045,84.75
Palm Beach,08/27,0.005,85.25
Palm Beach,08/28,0.045,86.0
Palm Beach,08/29,5e-06,84.5
Palm Beach,08/30,0.565,84.75
Palm Beach,08/31,0.015,84.75
Palm Beach,09/01,0.0,84.25
Palm Beach,09/02,0.0,85.5
Palm Beach,09/03,0.0,86.25
Palm Beach,09/04,0.0,85.5
Palm Beach,09/05,0.135,84.5
Palm Beach,09/06,0.24000000000000002,81.75
Palm Beach,09/07,0.395,80.5
Palm Beach,09/08,0.030000000000000002,82.0
Palm Beach,09/09,0.77,81.5
Palm Beach,09/10,0.14500000000000002,82.25
Palm Beach,09/11,0.3,83.0
Palm Beach,09/12,1.985,78.5
Palm Beach,09/13,0.255,80.25
Palm Beach,09/14,0.07000500000000001,83.0
Palm Beach,09/15,0.005,84.5
Palm Beach,09/16,0.0,84.25
Palm Beach,09/17,0.025,85.0
Palm Beach,09/18,0.04,85.25
Palm Beach,09/19,0.735,84.5
Palm Beach,09/20,0.06,83.75
Palm Beach,09/21,0.235,81.75
Palm Beach,09/22,0.005,82.5
Palm Beach,09/23,0.0,81.25
Palm Beach,09/24,0.4,81.0
Palm Beach,09/25,0.445,83.25
Palm Beach,09/26,1.48,84.0
Palm Beach,09/27,0.02,82.5
Palm Beach,09/28,0.23,83.0
Palm Beach,09/29,0.07,83.5
Palm Beach,09/30,0.035,82.5
Palm Beach,10/01,1.905,81.75
Palm Beach,10/02,0.65,78.5
Palm Beach,10/03,1.77,78.75
Palm Beach,10/04,0.02,81.75
Palm Beach,10/05,0.14,82.75
Palm Beach,10/06,0.175,84.0
Palm Beach,10/07,0.03,84.0
Palm Beach,10/08,0.005,82.0
Palm Beach,10/09,0.0,83.5
Palm Beach,10/10,0.04,82.75
Palm Beach,10/11,0.335,84.0
Palm Beach,10/12,0.275,82.5
Palm Beach,10/13,0.0,81.25
Palm Beach,10/14,0.0,80.75
Palm Beach,10/15,0.460005,82.0
Palm Beach,10/16,0.915,80.75
Palm Beach,10/17,0.0,80.5
Palm Beach,10/18,0.11,81.0
Palm Beach,10/19,1.59,77.75
Palm Beach,10/20,0.48,77.75
Palm Beach,10/21,2.295,76.0
Palm Beach,10/22,1.505,77.0
Palm Beach,10/23,5e-06,80.0
Palm Beach,10/24,1.35,78.75
Palm Beach,10/25,0.645,79.5
Palm Beach,10/26,0.215,80.25
Palm Beach,10/27,0.0,82.5
Palm Beach,10/28,5e-06,82.75
Palm Beach,10/29,0.215,83.75
Palm Beach,10/30,0.28,82.75
Palm Beach,10/31,0.18000000000000002,81.75
Palm Beach,11/01,0.005,81.5
Palm Beach,11/02,5e-06,76.5
Palm Beach,11/03,0.0,75.25
Palm Beach,11/04,5e-06,77.5
Palm Beach,11/05,0.035005,80.25
Palm Beach,11/06,0.020005000000000002,80.25
Palm Beach,11/07,0.36500499999999997,78.5
Palm Beach,11/08,1.63,77.75
Palm Beach,11/09,2.395,79.0
Palm Beach,11/10,1.265,79.0
Palm Beach,11/11,0.42,79.75
Palm Beach,11/12,0.07,80.75
Palm Beach,11/13,0.615,79.25
Palm Beach,11/14,0.065,80.5
Palm Beach,11/15,0.07,80.25
Palm Beach,11/16,0.005,79.0
Palm Beach,11/17,0.395,78.25
Palm Beach,11/18,0.0,76.0
Palm Beach,11/19,5e-06,75.25
Palm Beach,11/20,0.035,74.75
Palm Beach,11/21,0.145,77.25
Palm Beach,11/22,0.07000500000000001,78.0
Palm Beach,11/23,5e-06,75.25
Palm Beach,11/24,0.04,75.25
Palm Beach,11/25,0.0,76.5
Palm Beach,11/26,0.0,76.0
Palm Beach,11/27,0.03,75.25
Palm Beach,11/28,0.0,74.25
Palm Beach,11/29,0.0,74.75
Palm Beach,11/30,0.21,75.0
Palm Beach,12/01,0.01,-21.450000000000003
Palm Beach,12/02,0.0,62.25
Palm Beach,12/03,0.0,66.5
Palm Beach,12/04,0.0,72.0
Palm Beach,12/05,0.005,74.25
Palm Beach,12/06,0.0,73.25
Palm Beach,12/07,0.965,69.5
Palm Beach,12/08,0.0,57.75
Palm Beach,12/09,0.0,55.25
Palm Beach,12/10,0.0,58.25
Palm Beach,12/11,0.02,66.0
Palm Beach,12/12,0.45999999999999996,72.5
Palm Beach,12/13,0.0,73.25
Palm Beach,12/14,0.0,73.75
Palm Beach,12/15,0.0,74.75
Palm Beach,12/16,-49.824999999999996,-12.200000000000003
Palm Beach,12/17,-49.985,-14.950000000000003
Palm Beach,12/18,-49.995,-20.200000000000003
Palm Beach,12/19,-49.995,-17.950000000000003
Palm Beach,12/20,-49.995,-14.200000000000003
Palm Beach,12/21,-49.974999999999994,-16.200000000000003
Palm Beach,12/22,-49.995,-17.450000000000003
Palm Beach,12/23,-49.995,-16.450000000000003
Palm Beach,12/24,-49.994994999999996,-11.200000000000003
Palm Beach,12/25,-49.985,-20.200000000000003
Palm Beach,12/26,-49.995,-23.700000000000003
Palm Beach,12/27,-49.89,-19.700000000000003
Palm Beach,12/28,0.005,68.75
Palm Beach,12/29,0.005,70.25
Palm Beach,12/30,0.005,73.5
Palm Beach,12/31,0.0,76.5
Pinellas,01/01,0.0,63.25
Pinellas,01/02,0.0,69.0
Pinellas,01/03,0.0,75.0
Pinellas,01/04,0.5700000000000001,69.5
Pinellas,01/05,0.0,57.0
Pinellas,01/06,0.0,56.25
Pinellas,01/07,0.0,59.0
Pinellas,01/08,0.0,59.0
Pinellas,01/09,0.0,64.75
Pinellas,01/10,5e-06,71.75
Pinellas,01/11,5e-06,75.75
Pinellas,01/12,0.0,75.25
Pinellas,01/13,0.0,76.0
Pinellas,01/14,0.0,74.25
Pinellas,01/15,0.0,73.5
Pinellas,01/16,0.0,72.5
Pinellas,01/17,0.0,71.75
Pinellas,01/18,0.0,70.0
Pinellas,01/19,0.080005,69.0
Pinellas,01/20,0.0,55.75
Pinellas,01/21,0.0,47.25
Pinellas,01/22,0.0,46.0
Pinellas,01/23,0.0,61.25
Pinellas,01/24,0.0,67.75
Pinellas,01/25,0.0,60.5
Pinellas,01/26,0.0,57.25
Pinellas,01/27,0.005,62.75
Pinellas,01/28,0.0,62.25
Pinellas,01/29,0.005,60.5
Pinellas,01/30,0.01,59.5
Pinellas,01/31,0.07,61.75
Pinellas,02/01,0.44500000000000006,60.25
Pinellas,02/02,0.0,57.5
Pinellas,02/03,0.0,59.5
Pinellas,02/04,0.0,64.0
Pinellas,02/05,0.0,70.25
Pinellas,02/06,0.78,72.25
Pinellas,02/07,0.02,59.75
Pinellas,02/08,0.0,58.5
Pinellas,02/09,0.0,64.5
Pinellas,02/10,0.0,72.25
Pinellas,02/11,0.0,74.0
Pinellas,02/12,0.005,74.75
Pinellas,02/13,0.0,75.25
Pinellas,02/14,0.03,68.25
Pinellas,02/15,0.0,66.75
Pinellas,02/16,0.0,71.75
Pinellas,02/17,5e-06,73.75
Pinellas,02/18,0.0,76.25
Pinellas,02/19,0.0,73.75
Pinellas,02/20,0.0,74.5
Pinellas,02/21,0.005,60.25
Pinellas,02/22,0.0,54.75
Pinellas,02/23,0.0,64.0
Pinellas,02/24,0.0,69.5
Pinellas,02/25,0.215,73.5
Pinellas,02/26,0.785,69.5
Pinellas,02/27,0.005,61.75
Pinellas,02/28,0.0,54.75
Pinellas,02/29,5e-06,58.75
Pinellas,03/01,0.0,61.0
Pinellas,03/02,0.0,68.0
Pinellas,03/03,0.0,71.5
Pinellas,03/04,0.0,74.25
Pinellas,03/05,0.0,76.75
Pinellas,03/06,0.0,66.75
Pinellas,03/07,0.0,58.75
Pinellas,03/08,0.0,63.25
Pinellas,03/09,0.0,68.25
Pinellas,03/10,0.0,72.0
Pinellas,03/11,0.0,71.25
Pinellas,03/12,0.0,72.75
Pinellas,03/13,0.0,72.25
Pinellas,03/14,0.0,74.25
Pinellas,03/15,0.0,77.5
Pinellas,03/16,0.0,76.0
Pinellas,03/17,0.0,75.75
Pinellas,03/18,0.0,78.25
Pinellas,03/19,0.0,77.75
Pinellas,03/20,0.0,76.75
Pinellas,03/21,0.0,76.5
Pinellas,03/22,0.0,77.5
Pinellas,03/23,0.0,75.5
Pinellas,03/24,0.0,76.0
Pinellas,03/25,0.0,77.75
Pinellas,03/26,0.0,78.25
Pinellas,03/27,0.0,78.75
Pinellas,03/28,0.0,78.0
Pinellas,03/29,0.0,79.0
Pinellas,03/30,0.0,78.5
Pinellas,03/31,0.0,78.75
Pinellas,04/01,0.0,71.5
Pinellas,04/02,0.0,68.0
Pinellas,04/03,0.0,71.75
Pinellas,04/04,0.0,72.5
Pinellas,04/05,0.185,66.75
Pinellas,04/06,0.0,73.25
Pinellas,04/07,0.0,76.5
Pinellas,04/08,0.0,74.5
Pinellas,04/09,0.0,79.5
Pinellas,04/10,0.01,77.75
Pinellas,04/11,0.0,74.0
Pinellas,04/12,0.0,83.25
Pinellas,04/13,0.0,83.25
Pinellas,04/14,0.0,81.75
Pinellas,04/15,0.14,79.75
Pinellas,04/16,0.15000000000000002,68.5
Pinellas,04/17,5e-06,74.5
Pinellas,04/18,0.7150000000000001,76.25
Pinellas,04/19,0.0,79.5
Pinellas,04/20,0.43,76.5
Pinellas,04/21,0.0,75.75
Pinellas,04/22,0.0,77.75
Pinellas,04/23,0.0,80.25
Pinellas,04/24,1.85,75.75
Pinellas,04/25,0.005,78.25
Pinellas,04/26,0.0,77.75
Pinellas,04/27,0.0,70.5
Pinellas,04/28,0.0,74.25
Pinellas,04/29,0.0,78.0
Pinellas,04/30,1.3399999999999999,75.0
Pinellas,05/01,0.0,70.75
Pinellas,05/02,0.0,74.25
Pinellas,05/03,0.0,76.0
Pinellas,05/04,0.0,76.5
Pinellas,05/05,0.0,76.25
Pinellas,05/06,0.0,78.25
Pinellas,05/07,0.0,71.25
Pinellas,05/08,0.0,72.0
Pinellas,05/09,0.0,78.5
Pinellas,05/10,5e-06,75.5
Pinellas,05/11,0.0,75.5
Pinellas,05/12,0.0,77.0
Pinellas,05/13,0.0,78.25
Pinellas,05/14,0.0,78.5
Pinellas,05/15,0.0,80.0
Pinellas,05/16,0.0,81.0
Pinellas,05/17,0.0,80.75
Pinellas,05/18,0.41000000000000003,75.5
Pinellas,05/19,0.0,78.5
Pinellas,05/20,0.0,80.25
Pinellas,05/21,0.0,82.5
Pinellas,05/22,0.24,82.5
Pinellas,05/23,0.62,83.0
Pinellas,05/24,0.205,80.0
Pinellas,05/25,0.165,80.0
Pinellas,05/26,5e-06,81.0
Pinellas,05/27,0.0,83.5
Pinellas,05/28,0.095,82.25
Pinellas,05/29,0.0,82.25
Pinellas,05/30,0.0,82.5
Pinellas,05/31,0.0,83.25
Pinellas,06/01,0.49,84.5
Pinellas,06/02,0.0,82.5
Pinellas,06/03,0.255,79.25
Pinellas,06/04,0.29,78.5
Pinellas,06/05,0.235,81.0
Pinellas,06/06,3.72,77.75
Pinellas,06/07,0.20500000000000002,82.5
Pinellas,06/08,5e-06,84.5
Pinellas,06/09,0.0,85.0
Pinellas,06/10,0.14,85.25
Pinellas,06/11,0.305,83.75
Pinellas,06/12,0.01,83.75
Pinellas,06/13,1.04,80.5
Pinellas,06/14,0.015,81.25
Pinellas,06/15,0.0,82.25
Pinellas,06/16,0.0,79.5
Pinellas,06/17,0.0,80.75
Pinellas,06/18,5e-06,82.0
Pinellas,06/19,0.0,82.0
Pinellas,06/20,0.0,83.75
Pinellas,06/21,0.0,83.75
Pinellas,06/22,0.0,84.5
Pinellas,06/23,0.0,85.25
Pinellas,06/24,0.0,87.0
Pinellas,06/25,0.0,87.25
Pinellas,06/26,0.0,88.5
Pinellas,06/27,0.0,88.25
Pinellas,06/28,0.0,86.5
Pinellas,06/29,5e-06,87.25
Pinellas,06/30,0.0,87.0
Pinellas,07/01,0.0,87.75
Pinellas,07/02,5e-06,87.0
Pinellas,07/03,0.0,85.75
Pinellas,07/04,0.190005,85.75
Pinellas,07/05,1.1099999999999999,82.25
Pinellas,07/06,0.24,84.0
Pinellas,07/07,0.07,83.75
Pinellas,07/08,0.0,86.0
Pinellas,07/09,0.125,86.0
Pinellas,07/10,0.06,85.5
Pinellas,07/11,0.2,84.5
Pinellas,07/12,5e-06,86.5
Pinellas,07/13,0.09,85.75
Pinellas,07/14,0.015005,86.0
Pinellas,07/15,0.36500499999999997,84.5
Pinellas,07/16,0.875,85.5
Pinellas,07/17,0.33,84.75
Pinellas,07/18,0.095,84.5
Pinellas,07/19,0.265,84.5
Pinellas,07/20,0.005,85.25
Pinellas,07/21,0.515,84.25
Pinellas,07/22,0.125005,82.75
Pinellas,07/23,0.665,82.75
Pinellas,07/24,0.47,84.0
Pinellas,07/25,0.640005,85.0
Pinellas,07/26,0.01,84.25
Pinellas,07/27,0.525,83.5
Pinellas,07/28,0.065,83.5
Pinellas,07/29,0.0,84.75
Pinellas,07/30,0.0,85.0
Pinellas,07/31,0.0,87.0
Pinellas,08/01,0.0,87.5
Pinellas,08/02,0.155,85.0
Pinellas,08/03,0.0,84.5
Pinellas,08/04,0.09,86.0
Pinellas,08/05,0.03,85.5
Pinellas,08/06,0.015,84.5
Pinellas,08/07,0.02,86.25
Pinellas,08/08,0.015,86.25
Pinellas,08/09,5e-06,86.0
Pinellas,08/10,0.025,86.5
Pinellas,08/11,0.02,86.0
Pinellas,08/12,0.23,84.5
Pinellas,08/13,0.0,86.25
Pinellas,08/14,0.0,86.5
Pinellas,08/15,5e-06,86.5
Pinellas,08/16,0.43,85.25
Pinellas,08/17,0.18,83.25
Pinellas,08/18,0.06,83.5
Pinellas,08/19,0.41000000000000003,81.75
Pinellas,08/20,1.095,83.25
Pinellas,08/21,0.445,82.25
Pinellas,08/22,0.12000000000000001,81.75
Pinellas,08/23,0.16499999999999998,84.25
Pinellas,08/24,0.53,85.0
Pinellas,08/25,0.0,87.0
Pinellas,08/26,0.09,86.5
Pinellas,08/27,0.0,86.5
Pinellas,08/28,0.0,86.25
Pinellas,08/29,1.22,85.75
Pinellas,08/30,2.115,82.75
Pinellas,08/31,0.185005,83.25
Pinellas,09/01,0.105,84.25
Pinellas,09/02,0.34500000000000003,86.75
Pinellas,09/03,0.015005,87.0
Pinellas,09/04,0.005,88.5
Pinellas,09/05,5e-06,86.75
Pinellas,09/06,0.5900000000000001,84.75
Pinellas,09/07,5e-06,84.25
Pinellas,09/08,0.995,83.25
Pinellas,09/09,0.925,83.5
Pinellas,09/10,0.8899999999999999,84.25
Pinellas,09/11,0.120005,82.25
Pinellas,09/12,0.44,82.25
Pinellas,09/13,0.425,78.0
Pinellas,09/14,0.020005000000000002,80.5
Pinellas,09/15,0.14500000000000002,80.5
Pinellas,09/16,0.09,84.0
Pinellas,09/17,1.08,82.25
Pinellas,09/18,0.155,83.0
Pinellas,09/19,0.0,83.25
Pinellas,09/20,5e-06,81.0
Pinellas,09/21,0.0,81.5
Pinellas,09/22,0.0,79.0
Pinellas,09/23,0.0,79.75
Pinellas,09/24,0.0,81.5
Pinellas,09/25,0.0,83.0
Pinellas,09/26,5e-06,83.0
Pinellas,09/27,0.005,82.75
Pinellas,09/28,0.050005,81.25
Pinellas,09/29,0.03,80.25
Pinellas,09/30,0.0,72.0
Pinellas,10/01,0.0,74.0
Pinellas,10/02,0.0,74.5
Pinellas,10/03,0.045,74.75
Pinellas,10/04,0.375,72.75
Pinellas,10/05,0.01,78.0
Pinellas,10/06,0.01,82.75
Pinellas,10/07,0.01,83.75
Pinellas,10/08,0.0,83.5
Pinellas,10/09,0.005,82.75
Pinellas,10/10,5e-06,82.5
Pinellas,10/11,0.11499999999999999,81.0
Pinellas,10/12,5e-06,79.0
Pinellas,10/13,0.0,80.0
Pinellas,10/14,0.0,81.25
Pinellas,10/15,0.0,81.25
Pinellas,10/16,0.0,80.25
Pinellas,10/17,0.0,78.25
Pinellas,10/18,0.0,79.5
Pinellas,10/19,0.34,79.0
Pinellas,10/20,0.07,80.5
Pinellas,10/21,0.005,78.0
Pinellas,10/22,0.015,80.5
Pinellas,10/23,0.0,80.25
Pinellas,10/24,0.0,79.75
Pinellas,10/25,5e-06,79.5
Pinellas,10/26,5e-06,81.75
Pinellas,10/27,0.07,83.0
Pinellas,10/28,5e-06,83.25
Pinellas,10/29,0.065,80.75
Pinellas,10/30,0.0,72.5
Pinellas,10/31,0.0,72.75
Pinellas,11/01,5e-06,78.0
Pinellas,11/02,0.0,66.0
Pinellas,11/03,0.0,65.75
Pinellas,11/04,0.0,72.75
Pinellas,11/05,0.0,74.25
Pinellas,11/06,0.0,74.0
Pinellas,11/07,5e-06,75.5
Pinellas,11/08,5e-06,77.0
Pinellas,11/09,0.31,77.5
Pinellas,11/10,0.21,80.5
Pinellas,11/11,4.63,76.5
Pinellas,11/12,0.41000000000000003,76.25
Pinellas,11/13,0.0,76.25
Pinellas,11/14,0.0,74.25
Pinellas,11/15,0.0,77.0
Pinellas,11/16,0.0,75.0
Pinellas,11/17,0.0,65.5
Pinellas,11/18,0.0,65.25
Pinellas,11/19,0.0,65.0
Pinellas,11/20,0.0,69.25
Pinellas,11/21,0.01,70.25
Pinellas,11/22,0.0,70.25
Pinellas,11/23,0.0,69.5
Pinellas,11/24,0.0,67.75
Pinellas,11/25,0.0,70.0
Pinellas,11/26,0.0,72.75
Pinellas,11/27,0.0,72.25
Pinellas,11/28,0.0,70.75
Pinellas,11/29,0.0,72.5
Pinellas,11/30,0.265,67.5
Pinellas,12/01,0.0,57.75
Pinellas,12/02,0.0,49.75
Pinellas,12/03,0.0,56.5
Pinellas,12/04,5e-06,65.75
Pinellas,12/05,0.0,64.5
Pinellas,12/06,0.255,58.25
Pinellas,12/07,0.215,57.5
Pinellas,12/08,0.0,48.5
Pinellas,12/09,0.0,51.75
Pinellas,12/10,0.0,56.0
Pinellas,12/11,0.0,60.25
Pinellas,12/12,5e-06,67.0
Pinellas,12/13,0.0,68.0
Pinellas,12/14,0.145,69.75
Pinellas,12/15,0.0,61.5
Pinellas,12/16,0.265,64.25
Pinellas,12/17,0.0,60.75
Pinellas,12/18,0.0,46.5
Pinellas,12/19,0.0,57.0
Pinellas,12/20,1.715,61.25
Pinellas,12/21,5e-06,61.75
Pinellas,12/22,0.0,60.0
Pinellas,12/23,0.0,60.25
Pinellas,12/24,0.37,65.0
Pinellas,12/25,0.01,49.25
Pinellas,12/26,0.0,42.0
Pinellas,12/27,0.0,51.75
Pinellas,12/28,0.0,60.75
Pinellas,12/29,0.0,61.5
Pinellas,12/30,0.0,66.0
Pinellas,12/31,0.0,73.5
Polk,01/01,0.0,60.5
Polk,01/02,0.0,65.0
Polk,01/03,0.0,71.75
Polk,01/04,0.175,74.0
Polk,01/05,0.335,60.5
Polk,01/06,0.0,50.25
Polk,01/07,0.0,53.0
Polk,01/08,0.0,58.25
Polk,01/09,0.0,60.5
Polk,01/10,0.0,68.5
Polk,01/11,0.0,74.0
Polk,01/12,0.0,73.5
Polk,01/13,0.0,73.75
Polk,01/14,0.0,73.0
Polk,01/15,0.0,73.25
Polk,01/16,0.0,72.75
Polk,01/17,0.0,72.75
Polk,01/18,0.0,68.5
Polk,01/19,0.0,67.25
Polk,01/20,0.0,59.5
Polk,01/21,0.0,54.0
Polk,01/22,0.0,46.25
Polk,01/23,0.0,52.75
Polk,01/24,0.035,63.0
Polk,01/25,0.0,65.75
Polk,01/26,0.0,56.5
Polk,01/27,0.005,60.0
Polk,01/28,0.0,62.0
Polk,01/29,0.0,57.5
Polk,01/30,0.035,62.75
Polk,01/31,0.0,62.25
Polk,02/01,0.375,64.0
Polk,02/02,0.085,55.5
Polk,02/03,0.0,55.5
Polk,02/04,0.0,59.25
Polk,02/05,0.0,65.25
Polk,02/06,0.0,70.25
Polk,02/07,0.585,72.5
Polk,02/08,0.0,55.0
Polk,02/09,0.0,61.5
Polk,02/10,0.0,67.5
Polk,02/11,0.0,73.0
Polk,02/12,0.0,76.5
Polk,02/13,0.0,77.25
Polk,02/14,0.01,78.25
Polk,02/15,0.045,67.25
Polk,02/16,0.0,70.5
Polk,02/17,0.15,72.0
Polk,02/18,0.0,76.5
Polk,02/19,0.030000000000000002,77.75
Polk,02/20,0.0,77.0
Polk,02/21,0.095,69.25
Polk,02/22,0.0,52.5
Polk,02/23,0.0,60.75
Polk,02/24,0.045,66.5
Polk,02/25,0.0,71.5
Polk,02/26,0.0,75.0
Polk,02/27,0.33999999999999997,66.25
Polk,02/28,0.0,49.25
